"関連分野","区分","順位","会議名","URL","所管","対象分野","直近開催日","備考"
"フュージョンエネルギー","官邸・政府横断","3","フュージョンエネルギーの実現に向けた安全確保の基本的な考え方検討タスクフォース","https://www8.cao.go.jp/cstp/fusion/taskforce/8kai/8kai.html","内閣府","安全規制・安全確保・放射化物管理・国際整合","2025年1月21日（第8回）","安全規制の前提整理を担う重要TF"
"フュージョンエネルギー","官邸・政府横断","","統合イノベーション戦略推進会議","https://www8.cao.go.jp/cstp/whatsnew_stm.html","内閣府（CSTI）","科学技術戦略全般・フュージョンエネルギー戦略改定","2025年6月4日（第23回資料公表）","フュージョンエネルギー・イノベーション戦略の決定母体"
"フュージョンエネルギー","官邸・政府横断系譜","","イノベーション政策強化推進のための有識者会議「核融合戦略」","https://www.mext.go.jp/a_menu/shinkou/fusion/1418742.htm","内閣府（CSTI）・文部科学省","核融合戦略・産業化・研究開発推進","2023年4月戦略策定","現行戦略の前史"
"フュージョンエネルギー","省庁","4","核融合科学技術委員会","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/074/giji_list/index.htm","文部科学省","核融合科学技術・戦略進捗・研究開発評価","2025年9月12日（第42回）","文科省の核融合政策中核"
"フュージョンエネルギー","省庁","5","核融合科学技術委員会 原型炉開発総合戦略タスクフォース","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/078/giji_list/index.htm","文部科学省","原型炉開発・ロードマップ・基盤整備・人材育成","2025年2月12日（第38回）","原型炉開発の実務中核TF"
"フュージョンエネルギー","省庁","","核融合エネルギー開発の推進に向けた人材の育成・確保について","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/074/houkoku/1407701.htm","文部科学省","人材育成・大学間連携・ITER/JT-60SA活用","報告書公表日ベース","会議体ではなく核融合科学技術委員会の報告書"
"フュージョンエネルギー","省庁","6","総合資源エネルギー調査会 電力・ガス事業分科会 原子力小委員会 革新炉WG","https://www.meti.go.jp/shingikai/enecho/denryoku_gas/genshiryoku/kakushinro_wg/012.html","経済産業省","革新炉・フュージョンエネルギー・産業界動向","2026年2月26日（第12回）","革新炉WGの中でフュージョンを継続的に扱う"
"フュージョンエネルギー","関連団体・周辺","","フュージョンエネルギー産業協議会（J-Fusion）","https://www.meti.go.jp/shingikai/enecho/denryoku_gas/genshiryoku/kakushinro_wg/pdf/012_01_00.pdf","民間団体（経産省WG資料で確認）","フュージョン産業・サプライチェーン・国際標準化","2024年3月29日設立","官庁会議ではないが政策議論上重要"
"フュージョンエネルギー","関連施策・系譜","","フュージョンエネルギー・イノベーション戦略","https://www8.cao.go.jp/cstp/fusion/index.html","内閣府（CSTI）","研究開発・産業化・社会実装・国際協力","2025年6月4日改定","会議体ではなく上位戦略文書"
"フュージョンエネルギー","関連施策・系譜","","原型炉開発に向けたアクションプラン","https://www.mext.go.jp/content/20240819-mxt_kaisen-000037590_9.pdf","文部科学省","原型炉開発・技術基盤・計測・材料・ダイバータ・計算基盤","2024年8月19日資料掲載","会議体ではなく原型炉開発TFの基礎文書"
"フュージョンエネルギー","関連施策・系譜","","フュージョンエネルギーの社会実装に向けた取組の在り方（案）","https://www8.cao.go.jp/cstp/fusion/taskforce_social/6kai/siryou3-2.pdf","内閣府","発電実証・安全・放射化物管理・市場形成","2026年3月16日（第6回資料）","会議体ではなく社会実装TFの取りまとめ案"
"マテリアル","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","マテリアル（重要鉱物・部素材）は17重点分野の一つ"
"マテリアル","官邸・政府横断","1","産業構造審議会 製造産業分科会（第1回マテリアルWG）","https://www.meti.go.jp/shingikai/sankoshin/seizo_sangyo/019.html","経済産業省","マテリアル（重要鉱物・部素材）・供給網強化・新製法・新素材","2026年2月19日（第19回製造産業分科会）","成長戦略上のマテリアル分野の担当会議"
"マテリアル","省庁","","製造産業分科会 開催実績一覧","https://www.meti.go.jp/shingikai/sankoshin/seizo_sangyo/index.html","経済産業省","製造産業政策全般・マテリアル分野を含む","2026年2月19日（第19回）","マテリアルWGの母体一覧ページ"
"マテリアル","省庁","","素材産業（成長戦略・マテリアル分野の政策ページ）","https://www.meti.go.jp/policy/mono_info_service/material_industry/index.html","経済産業省","素材産業・化学・紙パルプ・窯業・部素材・GX","2026年3月3日掲載","マテリアル分野の政策全体と関連施策の入口ページ"
"マテリアル","省庁","6","産業構造審議会 経済産業政策新機軸部会","https://www.meti.go.jp/shingikai/sankoshin/shin_kijiku/index.html","経済産業省","産業横断政策・先端基盤技術・経済安全保障","2026年3月頃（第30回資料確認）","マテリアル単独会議ではないが上位の産業政策会議"
"マテリアル","省庁","2","第13期ナノテクノロジー・材料科学技術委員会","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/015-12/index.html","文部科学省","ナノテクノロジー・材料科学技術・研究開発プラン・研究評価","2026年1月21日（第3回）","文科省のマテリアル研究開発政策の中核会議"
"マテリアル","省庁","","第13期ナノテクノロジー・材料科学技術委員会 開催状況","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/015-12/giji_list/index.htm","文部科学省","同上","2026年1月21日（第3回）","開催実績一覧ページ"
"マテリアル","省庁","","第12期ナノテクノロジー・材料科学技術委員会（ARIM中間評価を含む）","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/015-11/siryo/mext_00003.html","文部科学省","ARIM・ナノテクノロジー・材料科学技術の推進方策","2024年1月19日（第3回）","ARIM中間評価や推進方策を扱った系譜上重要な回"
"マテリアル","省庁","","ナノ物質の管理に関する検討会","https://www.meti.go.jp/policy/chemical_management/other/nanomaterial_kanri.html","経済産業省","ナノマテリアルの安全管理・リスク評価・適正管理","直近開催日は今回個別確認未了","マテリアルの安全管理面で重要"
"マテリアル","関連施策・系譜","","マテリアル革新力強化戦略","https://www.mext.go.jp/content/20250605-mxt_nanozai-000042606_09.pdf","文部科学省","マテリアル研究力・社会実装・人材・データ基盤","2025年6月4日改定","会議体ではなく上位戦略文書"
"マテリアル","関連施策・系譜","","ナノテクノロジー・材料科学技術分野研究開発プラン","https://www.mext.go.jp/content/20250805-mxt_nanozai-000044116_3.pdf","文部科学省","マテリアル研究開発プログラム・ARIM・DxMT等","2025年8月5日案資料掲載","ナノ材委員会で扱う基礎文書"
"マテリアル","関連施策・系譜","","元素戦略プロジェクト＜研究拠点形成型＞","https://www.mext.go.jp/elements-strategy/about/outline","文部科学省","希少元素代替・減量・新材料創製・大型研究施設連携","現行事業ページ","会議体ではないが重要鉱物・代替材料政策の基盤事業"
"マテリアル","関連施策・系譜","3","重要鉱物（政策ページ）","https://www.meti.go.jp/policy/economy/economic_security/metal/index.html","経済産業省","重要鉱物の安定供給・供給源多角化・経済安全保障","2026年3月30日更新","会議体ではないが重要鉱物政策の入口ページ"
"マテリアル","関連施策・系譜","4","重要鉱物に係る安定供給確保を図るための取組方針","https://www.meti.go.jp/policy/economy/economic_security/metal/index.html","経済産業省","重要鉱物・供給源確保・国内外支援策","2026年3月公表","会議体ではないが実装政策の基礎文書"
"マテリアル","関連施策・系譜","5","永久磁石に係る安定供給確保を図るための取組方針","https://www.meti.go.jp/policy/economy/economic_security/magnet/magnet_hoshin_260331.pdf","経済産業省","永久磁石・レアアース・モーター部材・供給網強靱化","2026年3月31日公表","会議体ではないが重要部素材の重点政策文書"
"マテリアル","関連施策・系譜","","経済安全保障の確保に資するサプライチェーン強靱化事業（永久磁石等）","https://www.meti.go.jp/policy/policy_management/ebpm/kensyo_shinario/260331_jishaku.pdf","経済産業省","永久磁石・重要鉱物・供給網強靱化","2026年3月31日資料公表","会議体ではないが重要鉱物・部素材の実装政策資料"
"マテリアル","関連施策・系譜","","非鉄金属産業戦略","https://www.meti.go.jp/policy/nonferrous_metal/strategy_top.html","経済産業省","アルミ・チタン・マグネシウム・電線・伸銅・レアアース等","現行掲載ページ","現在の会議体ではないが金属素材政策の系譜として重要"
"マテリアル","関連施策・系譜","","2030年を見据えた非鉄金属産業戦略の概要","https://www.meti.go.jp/policy/nonferrous_metal/strategy2016/summary.pdf","経済産業省","非鉄金属・金属素材競争力・需要見通し","2016年公表","金属素材戦略の中期整理"
"マテリアル","関連施策・系譜","","ナノマテリアル情報収集・発信プログラム","https://www.meti.go.jp/policy/chemical_management/other/nano.html","経済産業省","ナノマテリアルの安全性・自主的安全対策・情報発信","現行事業ページ","ナノ材料の安全対策の基盤施策"
"港湾ロジスティクス","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","港湾ロジスティクスは17重点分野の一つ"
"港湾ロジスティクス","官邸・政府横断","1","港湾ロジスティクスWG","https://www.mlit.go.jp/kowan/kowan_fr2_000060.html","国土交通省","港湾ロジスティクス・経済安全保障・官民投資ロードマップ","2026年3月16日（第2回）","成長戦略上の当該分野の司令塔WG"
"港湾ロジスティクス","省庁","2","新しい国際コンテナ戦略港湾政策の進め方検討委員会","https://www.mlit.go.jp/kowan/kowan_fr2_000045.html","国土交通省港湾局","国際コンテナ戦略港湾・基幹航路維持・集貨/創貨・競争力強化","2026年1月21日","令和6年2月の最終とりまとめ後もフォローアップを継続"
"港湾ロジスティクス","省庁","","国際コンテナ戦略港湾政策推進委員会","https://www.mlit.go.jp/kowan/kowan_fr2_000046.html","国土交通省港湾局","国際コンテナ戦略港湾政策","直近開催日は今回個別確認未了","上記検討委員会の関連ページとして掲載"
"港湾ロジスティクス","省庁","","サイバーポート進捗管理WG（港湾物流分野）","https://www.mlit.go.jp/kowan/kowan_tk3_000025.html","国土交通省港湾局","港湾物流DX・港湾関連データ連携基盤・貿易手続","2021年3月29日（第2回）","現行Cyber Port（港湾物流）の系譜として重要"
"港湾ロジスティクス","省庁","","サイバーポート検討WG（港湾・貿易手続）","https://www.mlit.go.jp/kowan/kowan_tk3_000025.html","国土交通省港湾局","港湾・貿易手続デジタル化・データ連携基盤","2020年4月21日（第5回）","Cyber Port前段の検討WG"
"港湾ロジスティクス","省庁","","サイバーポート進捗管理WG（港湾インフラ分野）","https://www.mlit.go.jp/kowan/kowan_fr5_000073.html","国土交通省港湾局","港湾インフラDX・BIM/CIM・施設情報のデータ連携","2024年3月21日（第3回）","港湾インフラ分野のCyber Port WG"
"港湾ロジスティクス","省庁","6","京浜港物流高度化推進協議会","https://www.ktr.mlit.go.jp/kisha/kisha_03143.pdf","国土交通省関東地方整備局ほか","京浜港の物流高度化・鉄道/内航連携・CONPAS運用","2026年1月27日（第20回）","地域レベルの港湾物流高度化協議会"
"港湾ロジスティクス","省庁","6","ICTを活用した横浜港コンテナ輸送効率化検討会","https://www.ktr.mlit.go.jp/kisha/kisha_03127.pdf","国土交通省関東地方整備局","横浜港のICT活用・コンテナ輸送効率化・予約運用","2026年2月10日（第14回）","地域レベルの現場効率化検討会"
"港湾ロジスティクス","省庁","6","阪神港におけるCONPAS導入に向けた検討会","https://www.pa.kkr.mlit.go.jp/storage/002/202602/260225.pdf","国土交通省近畿地方整備局・阪神国際港湾株式会社","阪神港のCONPAS導入・ターミナル予約最適化・渋滞対策","2026年3月10日（第7回）","港湾物流効率化の実務会議"
"港湾ロジスティクス","省庁","3","コンテナターミナルにおける事業継続計画検討委員会","https://www.mlit.go.jp/report/press/port07_hh_000262.html","国土交通省港湾局","港湾BCP・自然災害時の経済活動維持輸送・ターミナル継続性","2026年3月17日（第3回）","自然災害時の港湾物流継続を扱う"
"港湾ロジスティクス","省庁","4","広域港湾BCP策定ガイドライン検討委員会","https://www.mlit.go.jp/report/press/port07_hh_000263.html","国土交通省港湾局","広域港湾BCP・経済活動維持輸送・ガイドライン改訂","2026年3月18日（第2回）","第1回で名称変更あり"
"港湾ロジスティクス","省庁","","港湾運送事業における適正取引等推進のためのガイドライン検討委員会","https://www.mlit.go.jp/kowan/kowan_fr2_000058.html","国土交通省港湾局","港運取引適正化・荷主/元請/下請関係・ガイドライン整備","2026年1月30日（第4回）","港運分野の制度・取引改善"
"港湾ロジスティクス","省庁","5","遠隔操作等荷役機械の導入に必要となる安全確保の方策に係る検討委員会","https://www.mlit.go.jp/report/press/port05_hh_000418.html","国土交通省港湾局","遠隔操作荷役機械・安全確保・モデル運用規程","2026年2月3日（第3回）","2026年3月27日にモデル運用規程を公表"
"港湾ロジスティクス","省庁","","水素を燃料とする荷役機械の導入促進に向けた検討会","https://www.mlit.go.jp/report/press/port04_hh_000553.html","国土交通省港湾局","水素荷役機械・港湾脱炭素・荷役設備転換","2026年3月4日（第6回）","脱炭素型港湾物流の実務検討"
"港湾ロジスティクス","省庁","","次世代高規格ユニットロードターミナル導入推進会議","https://www.mlit.go.jp/report/press/port03_hh_000130.html","国土交通省港湾局","内航フェリー・RORO船ターミナル・シャーシ/コンテナ位置管理・物流効率化","2026年3月5日（第2回）","モーダルシフト対応の実務会議"
"港湾ロジスティクス","省庁","","海外港湾物流プロジェクト協議会","https://www.mlit.go.jp/kowan/kowan_tk4_000153.html","国土交通省港湾局","港湾インフラ海外展開・国際物流ネットワーク・海外案件形成","2026年1月29日（第16回）","海外展開の官民協議会"
"港湾ロジスティクス","関連施策・系譜","","2030年度に向けた総合物流施策大綱に関する検討会","https://www.mlit.go.jp/seisakutokatsu/freight/content/001985305.pdf","国土交通省","物流政策全般・港湾/航空ロジスティクス強化・経済安全保障・サイバー","2026年2月提言","会議体自体は港湾専管ではないが政策上流として重要"
"港湾ロジスティクス","関連施策・系譜","","成長戦略の検討課題","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/honbu/dai1/kentoujikou_set.pdf","官邸","戦略分野の担当大臣・港湾ロジスティクスの所管整理","2025年12月24日公表資料","会議体ではなく担当整理資料"
"防衛産業","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","防衛産業は17重点分野の一つ"
"防衛産業","官邸・政府横断","1","防衛産業WG","https://www.mod.go.jp/j/policy/agenda/meeting/defense_industry_wg/index.html","経済産業省・防衛省","防衛産業・防衛生産基盤・装備移転・官民投資ロードマップ","2026年2月20日（第1回）","成長戦略上の当該分野の司令塔WG"
"防衛産業","官邸・政府横断","2","防衛力の抜本的強化に関する有識者会議","https://www.mod.go.jp/j/policy/agenda/meeting/drastic-reinforcement/index.html","防衛省","防衛力全般・防衛産業・装備移転・研究開発・人的基盤","2026年3月10日（第7回相当・部会合同）","防衛産業・装備移転・研究開発エコシステムを継続的に議題化"
"防衛産業","省庁","","防衛装備・技術政策に関する有識者会議","https://www.mod.go.jp/j/policy/agenda/meeting/index.html","防衛省","防衛装備政策・技術政策・産業基盤","直近開催日は今回個別確認未了","防衛省の装備・技術政策の系譜上重要"
"防衛産業","省庁","3","防衛産業における受託適正取引等の推進に係る有識者検討会","https://www.meti.go.jp/shingikai/mono_info_service/defense_equipment/defense_industry/001.html","経済産業省・防衛装備庁","防衛産業の受託適正取引・サプライチェーン強靱化・ガイドライン改定","2026年3月24日（第1回）","防衛産業の下請・受託取引のフォローアップと改定検討"
"防衛産業","省庁","","防衛装備に係る事業者の下請適正取引等の推進のためのガイドライン策定に向けた有識者検討会","https://www.meti.go.jp/shingikai/mono_info_service/defense_equipment/001.html","経済産業省・防衛省","防衛装備の下請適正取引・ガイドライン策定","2024年2月20日（第2回）","現行ガイドラインの前段会議"
"防衛産業","省庁","4","防衛装備・技術協力","https://www.mod.go.jp/atla/soubiseisakugijutu.html","防衛装備庁","装備移転・国際共同研究・官民連携・海外市場開拓","継続運用","DETRAPや官民防衛産業フォーラム等を含む実務枠組み"
"防衛産業","省庁","4","防衛装備移転分野の官民連携ポータル（DETRAP）","https://www.mod.go.jp/atla/soubiseisakugijutu.html","防衛装備庁","装備移転・企業情報共有・官民連携","継続運用","装備品の海外移転に関する官民の情報共有基盤"
"防衛産業","省庁","5","Defense Innovation Meeting（DIM）","https://www.mod.go.jp/atla/houdou.html","防衛装備庁","防衛スタートアップ・イノベーション・官民接点","2026年4月6日公表","会議体というよりスタートアップ向け実務イベント"
"防衛産業","省庁","5","防衛産業参入促進展（中小企業促進展）","https://www.mod.go.jp/atla/houdou.html","防衛装備庁","中小企業参入・サプライチェーン拡大・技術マッチング","2026年1月30日公表","会議体というより参入促進イベント"
"防衛産業","省庁","5","防衛装備庁技術シンポジウム2025","https://www.mod.go.jp/atla/research/ats2025/index.html","防衛装備庁","防衛技術研究・産学官連携・技術発信","2026年1月16日（アーカイブ公開）","会議体というより技術研究発信イベント"
"防衛産業","省庁","","国際装備展示会出展（DSA 2026等）","https://www.mod.go.jp/atla/houdou.html","防衛装備庁","装備移転・国際展示・海外市場開拓","2026年3月13日公表","案件別の実務枠組み"
"防衛産業","関連施策・系譜","","我が国の防衛産業と装備移転","https://www.mod.go.jp/j/policy/agenda/meeting/drastic-reinforcement/pdf/siryo03_02.pdf","防衛省","防衛産業基盤・装備移転・官民連携・日米協力","2024年10月18日（有識者会議第3回資料）","防衛産業・装備移転の政策整理資料"
"防衛産業","関連施策・系譜","","防衛力の変革の方向性②／同志国との連携","https://www.mod.go.jp/j/policy/agenda/meeting/henkaku/pdf/20260319b.pdf","防衛省","同志国連携・装備移転・共同研究開発・官民防衛産業フォーラム","2026年3月19日資料","装備移転・協力の直近政策整理"
"防衛産業","関連施策・系譜","","防衛力抜本的強化の進捗と予算","https://www.mod.go.jp/j/budget/yosan_gaiyo/fy2026/yosan_20260408.pdf","防衛省","防衛産業基盤強化・装備移転基金・研究開発・サイバー対応","2026年4月8日公表","装備移転基金や研究開発支援を整理"
"防衛産業","関連施策・系譜","","「防衛産業における受託適正取引等の推進のためのガイドライン」を策定しました","https://www.meti.go.jp/policy/mono_info_service/mono/aerospace/shitauke.html","経済産業省","防衛産業の受託適正取引・利益率改善・サプライチェーン強靱化","2026年2月5日掲載","会議体ではないが制度運用の基礎文書"
"防衛産業","関連施策・系譜","","防衛装備移転三原則にかかわる制度","https://www.mod.go.jp/j/press/wp/wp2025/html/n510301000.html","防衛省","装備移転制度・三原則・運用指針見直し","2025年防衛白書掲載","会議体ではないが装備移転制度の基礎整理"
"情報通信","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","情報通信は17重点分野の一つ"
"情報通信","官邸・政府横断","1","情報通信成長戦略官民協議会","https://www.soumu.go.jp/main_sosiki/kenkyu/seichosenryaku_kamminkyogikai/index.html","総務省","情報通信・海底ケーブル・データセンター・Beyond 5G/6G・通信基盤強靱化","直近開催日は今回公式個別ページ確認未了","成長戦略の検討体制資料で新設を確認"
"情報通信","官邸・政府横断","","デジタル社会推進会議","https://www.digital.go.jp/councils/social-promotion","デジタル庁","デジタル社会形成全般・基盤整備","2025年6月13日（第6回）","情報通信基盤そのものの会議ではないが上位横断会議"
"情報通信","官邸・政府横断","","デジタル社会推進会議幹事会","https://www.digital.go.jp/councils/social-promotion-executive","デジタル庁","各府省のDX推進・行政データ・実装調整","2026年3月31日（第21回、各府省庁DX推進連絡会議との合同会議）","情報通信基盤の実装面に接続"
"情報通信","省庁","2","デジタルインフラ（DC等）整備に関する有識者会合","https://www.meti.go.jp/policy/mono_info_service/joho/conference/digital_infrastructure.html","経済産業省・総務省","データセンター・海底ケーブル・IX・通信/電力連携・地方分散","2024年10月4日（中間とりまとめ3.0公表）","情報通信インフラ強靱化の実務中核"
"情報通信","省庁","","局地的電力需要増加と送配電ネットワークに関する研究会","https://www.egc.meti.go.jp/activity/emsc_localdemand/","経済産業省（電力・ガス取引監視等委員会）","データセンター立地・大規模需要・電力/通信インフラ連携","2024年5月（第3回）","データセンター需要とワット・ビット連携に重要"
"情報通信","省庁","","産業構造審議会 経済産業政策新機軸部会","https://www.meti.go.jp/shingikai/sankoshin/shin_kijiku/index.html","経済産業省","デジタル産業基盤・AI/データセンター・通信インフラ整備","2026年2月4日（第30回資料確認）","ワット・ビット連携やDC立地誘導を議論"
"情報通信","省庁","3","情報通信審議会 情報通信技術分科会 技術戦略委員会","https://www.soumu.go.jp/main_sosiki/kenkyu/joho_tsusin/gijyutsu_senryaku/","総務省","Beyond 5G/6G・オール光ネットワーク・次世代情報通信技術","2025年7月24日（第54回）","直近日は総務省資料を引用した外部公開資料ベースで確認"
"情報通信","省庁","4","情報通信審議会 情報通信技術分科会 IPネットワーク設備委員会","https://public-comment.e-gov.go.jp/pcm/1040?CLASSNAME=PCM1040&Mode=1&id=145210610","総務省","ネットワークのIP化・非常時ローミング・通信設備技術条件","2026年2月10日（報告案に対する意見募集結果公表）","委員会報告案の公表結果から直近動向を確認"
"情報通信","省庁","","非常時における事業者間ローミング等に関する検討会","https://www.tca.or.jp/information/japan-roaming.html","総務省（検討会）/TCA参照","災害時ローミング・通信障害時の通信確保","第14回まで実施（開催日個別確認未了）","令和6年8月以降はIPネットワーク設備委員会で審議"
"情報通信","省庁","5","最終保障提供責務の導入等に伴う基礎的電気通信役務制度の在り方","https://public-comment.e-gov.go.jp/pcm/1040?CLASSNAME=PCM1040&Mode=1&id=145210622","総務省（情報通信審議会）","電話・ブロードバンドのユニバーサルサービス制度","2026年2月17日（一次答申案の意見募集結果公表）","最終保障提供責務とユニバーサルサービス制度見直し"
"情報通信","省庁","6","消費者保護ルールの在り方に関する検討会","https://public-comment.e-gov.go.jp/pcm/1040?CLASSNAME=PCM1040&Mode=1&id=145210318","総務省","電気通信サービスの利用者保護・販売代理店・説明義務","2025年8月29日（報告書2025公表）","利用者保護ルールの不断の見直しを行う検討会"
"情報通信","省庁","","データセンター等のデジタルインフラ 整備の現状と課題","https://www.cas.go.jp/jp/seisaku/gx_jikkou_kaigi/senmonka_wg/dai8/siryou3.pdf","内閣官房GX実行推進室・経済産業省","データセンター・IX・海底ケーブル・レジリエンス","2024年10月3日資料","会議体ではないがGX専門家WG資料として重要"
"情報通信","省庁","","ポスト5G情報通信システム基盤強化研究開発事業","https://www.meti.go.jp/policy/mono_info_service/joho/post5g/index.html","経済産業省","ポスト5G・次世代情報通信基盤・半導体/通信基盤","2026年時点の事業継続を確認","会議体ではないが政策実装の中核事業"
"情報通信","関連施策・系譜","","デジタルインフラ（DC等）整備に関する有識者会合 中間とりまとめ3.0","https://www.meti.go.jp/press/2024/10/20241004004/20241004004.html","経済産業省・総務省","データセンター・海底ケーブル・デジタルインフラ整備方針","2024年10月4日公表","会議体ではなく取りまとめ文書"
"情報通信","関連施策・系譜","","革新的情報通信技術（Beyond 5G（6G））基金事業","https://www.nict.go.jp/collabo/commission/B5Gsokushin/","NICT・総務省","Beyond 5G/6G研究開発・社会実装","2026年1月時点の公募資料確認","会議体ではないが政策実装の重要基盤"
"情報通信","関連施策・系譜","","JAPANローミング™","https://www.tca.or.jp/information/japan-roaming.html","TCA/国内携帯各社","災害時・通信障害時の事業者間ローミング","2026年4月1日サービス開始","総務省検討会とIPネットワーク設備委員会の議論を踏まえた実装"
"海洋","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","海洋は17重点分野の一つ"
"海洋","官邸・政府横断","1","海洋WG","https://www8.cao.go.jp/ocean/policies/kaiyo_wg/kaiyo_wg_top.html","内閣府","海洋産業・海洋資源・海洋観測・AUV/USV・海洋安全保障・官民投資ロードマップ","2026年3月16日（第2回）","成長戦略上の当該分野の司令塔WG"
"海洋","官邸・政府横断","2","総合海洋政策本部","https://www8.cao.go.jp/ocean/index.html","内閣府","海洋政策全般・海洋基本計画・海洋開発等重点戦略","2025年4月25日（第23回）","海洋政策全体の上位本部"
"海洋","官邸・政府横断","2","総合海洋政策本部・参与会議","https://www.cas.go.jp/jp/seisakukaigi/kaiyou/sanyo/dai82/82index.html","内閣官房・内閣府海洋政策","海洋政策全般・重点戦略フォローアップ・有識者審議","2025年12月12日（第82回）","総合海洋政策本部の有識者会議"
"海洋","官邸・政府横断","4","自律型無人探査機官民プラットフォーム","https://www8.cao.go.jp/ocean/policies/auv/call_for_participants/pdf/10/r703_shiryou_0.pdf","内閣府","自律型無人探査機（AUV）・海洋ロボティクス・制度環境整備・デュアルユース","2025年10月30日（第2回全体会議）","第3回全体会議は2026年1月下旬予定と資料で確認"
"海洋","省庁","3","海における次世代モビリティに関する産学官協議会","https://www.mlit.go.jp/sogoseisaku/ocean_policy/index.html","国土交通省総合政策局","海洋ドローン・AUV・USV・海洋DX・ブルーエコノミー","2026年3月17日（第13回）","次世代海洋モビリティビジョンを取りまとめ"
"海洋","省庁","5","洋上風力発電の導入促進に向けた港湾のあり方に関する検討会","https://www.mlit.go.jp/report/press/port06_hh_000329.html","国土交通省港湾局","洋上風力・基地港湾・浮体式洋上風力・港湾機能整備","2026年2月27日（令和7年度第3回開催公表）","海洋産業と港湾機能強化の実務会議"
"海洋","省庁","6","地球温暖化防止に貢献するブルーカーボンの役割に関する検討会","https://www.mlit.go.jp/report/press/port06_hh_000325.html","国土交通省港湾局","ブルーカーボン・海洋生態系・吸収源対策・港湾CN","2026年2月9日（令和7年度第2回）","ブルーカーボン活用拡大とBDASを議論"
"海洋","省庁","","協働防護計画作成ガイドライン検討委員会","https://www.mlit.go.jp/kowan/content/001892407.pdf","国土交通省港湾局","港湾の気候変動適応・協働防護・高潮/海面上昇対応","2025年3月までに3回開催","港湾の気候変動適応と防災の実務検討"
"海洋","省庁","7","港湾技術基準のあり方検討委員会","https://www.mlit.go.jp/report/press/port07_hh_000261.html","国土交通省港湾局","港湾技術基準・港湾施設・近年の社会情勢変化への対応","2026年2月25日（第1回開催公表）","海洋・港湾インフラ基準の見直し検討"
"海洋","関連施策・系譜","","海洋開発等重点戦略","https://www8.cao.go.jp/ocean/index.html","総合海洋政策本部","海洋資源・海洋調査・海上輸送・海洋安全保障・海洋産業","2024年4月決定/2025年4月フォローアップ","会議体ではないが海洋政策の中核文書"
"海洋","関連施策・系譜","","次世代海洋モビリティビジョン","https://www.mlit.go.jp/report/press/content/001993817.pdf","国土交通省","海洋ドローン・AUV/ROV/USV・海洋DX・安全保障デュアルユース","2026年3月31日公表","会議体ではなく産学官協議会の成果物"
"海洋","関連施策・系譜","","「自律型無人探査機（AUV）の開発・利用の推進」工程表","https://www8.cao.go.jp/ocean/policies/juten_pdf/koutei.pdf","内閣府","洋上風力・海洋安全保障・海洋環境保全等でのAUV実利用","2025年度末時点の工程表","会議体ではないがAUV政策の基礎文書"
"海洋","関連施策・系譜","","国際シンポジウム「新時代北極と日本の針路」","https://www8.cao.go.jp/ocean/policies/arcticpolicy/symposium/symposium2026.html","内閣府海洋政策","北極政策・海洋安全保障・資源/航路・国際連携","2026年3月13日","会議体というより政策シンポジウム"
"新技術立国・競争力強化","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17戦略分野・8横断分野","2026年3月10日（第3回）","「新技術立国・競争力強化」は8横断分野の一つ"
"新技術立国・競争力強化","官邸・政府横断","2","基本計画専門調査会","https://www8.cao.go.jp/cstp/tyousakai/kihon7/index.html","内閣府（CSTI）","科学技術・イノベーション基本計画・研究力・競争力強化","2026年3月16日（第13回）","第7期基本計画の上位会議"
"新技術立国・競争力強化","官邸・政府横断","3","重要技術領域検討WG","https://www8.cao.go.jp/cstp/tyousakai/kihon7/wg/index.html","内閣府（CSTI）","重要技術領域・研究開発重点化・競争力強化","2025年11月26日（第7回）","AI・量子・半導体等の重点技術領域を整理"
